env_1	env_2	raw	normalized
sediment	food-food production facility	1.0301204819277108	0.08032128514056207
hydrocarbon resources-fluids/swabs	food-animal and animal feed	1.0444444444444445	0.11851851851851869
human-gut	food-animal and animal feed	1.0692307692307692	0.18461538461538454
hydrocarbon resources-cores	food-animal and animal feed	1.0454545454545454	0.1212121212121211
human-associated	food-animal and animal feed	1.0616438356164384	0.1643835616438357
microbial mat/biofilm	food-animal and animal feed	1.0573248407643312	0.15286624203821653
food-farm environment	food-animal and animal feed	1.052910052910053	0.14109347442680806
plant-associated	food-animal and animal feed	1.0535714285714286	0.14285714285714293
built environment	food-animal and animal feed	1.0114503816793894	0.030534351145038368
sediment	food-animal and animal feed	1.0552147239263803	0.14723926380368071
human-gut	hydrocarbon resources-fluids/swabs	1.0	0.0
hydrocarbon resources-cores	hydrocarbon resources-fluids/swabs	1.0208333333333333	0.05555555555555536
human-associated	hydrocarbon resources-fluids/swabs	1.0	0.0
microbial mat/biofilm	hydrocarbon resources-fluids/swabs	1.0	0.0
food-farm environment	hydrocarbon resources-fluids/swabs	1.036697247706422	0.09785932721712538
plant-associated	hydrocarbon resources-fluids/swabs	1.0	0.0
built environment	hydrocarbon resources-fluids/swabs	1.0	0.0
sediment	hydrocarbon resources-fluids/swabs	1.0	0.0
hydrocarbon resources-cores	human-gut	1.0	0.0
human-associated	human-gut	1.0357142857142858	0.0952380952380955
microbial mat/biofilm	human-gut	1.0	0.0
food-farm environment	human-gut	1.0858895705521472	0.22903885480572583
plant-associated	human-gut	1.0217391304347827	0.05797101449275388
built environment	human-gut	1.0	0.0
sediment	human-gut	1.0	0.0
human-associated	hydrocarbon resources-cores	1.0	0.0
microbial mat/biofilm	hydrocarbon resources-cores	1.0	0.0
food-farm environment	hydrocarbon resources-cores	1.0373831775700935	0.09968847352024923
plant-associated	hydrocarbon resources-cores	1.0	0.0
built environment	hydrocarbon resources-cores	1.0	0.0
sediment	hydrocarbon resources-cores	1.0	0.0
microbial mat/biofilm	human-associated	1.0	0.0
food-farm environment	human-associated	1.0726256983240223	0.19366852886405952
plant-associated	human-associated	1.0277777777777777	0.0740740740740738
built environment	human-associated	1.0	0.0
sediment	human-associated	1.0	0.0
food-farm environment	microbial mat/biofilm	1.068062827225131	0.18150087260034908
plant-associated	microbial mat/biofilm	1.0	0.0
built environment	microbial mat/biofilm	1.0	0.0
sediment	microbial mat/biofilm	1.0	0.0
plant-associated	food-farm environment	1.1297297297297297	0.34594594594594597
built environment	food-farm environment	1.0133333333333334	0.035555555555555785
sediment	food-farm environment	1.0659898477157361	0.175972927241963
built environment	plant-associated	1.0	0.0
sediment	plant-associated	1.0	0.0
sediment	built environment	1.0	0.0
