source	schema name	rule name	level	message
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'NEG_CONT_TYPE_ENUM' has name 'DNA-free PCR mix'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'NEG_CONT_TYPE_ENUM' has name 'distilled water'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'NEG_CONT_TYPE_ENUM' has name 'empty collection device'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'NEG_CONT_TYPE_ENUM' has name 'empty collection tube'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'NEG_CONT_TYPE_ENUM' has name 'phosphate buffer'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'NEG_CONT_TYPE_ENUM' has name 'sterile swab'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'NEG_CONT_TYPE_ENUM' has name 'sterile syringe'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'OXY_STAT_SAMP_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'PROFILE_POSITION_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'REL_TO_OXYGEN_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'REL_TO_OXYGEN_ENUM' has name 'obligate aerobe'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'REL_TO_OXYGEN_ENUM' has name 'obligate anaerobe'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'SOIL_HORIZON_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'SOIL_HORIZON_ENUM' has name 'A horizon'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'SOIL_HORIZON_ENUM' has name 'B horizon'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'SOIL_HORIZON_ENUM' has name 'C horizon'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'SOIL_HORIZON_ENUM' has name 'E horizon'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'SOIL_HORIZON_ENUM' has name 'O horizon'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'SOIL_HORIZON_ENUM' has name 'Permafrost'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'SOIL_HORIZON_ENUM' has name 'R layer'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'TIDAL_STAGE_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'TIDAL_STAGE_ENUM' has name 'ebb tide'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'TIDAL_STAGE_ENUM' has name 'flood tide'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'TIDAL_STAGE_ENUM' has name 'high tide'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'TIDAL_STAGE_ENUM' has name 'low tide'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'TILLAGE_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'TILLAGE_ENUM' has name 'cutting disc'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'TILLAGE_ENUM' has name 'disc plough'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'TILLAGE_ENUM' has name 'ridge till'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'TILLAGE_ENUM' has name 'strip tillage'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Permissible value of Enum 'TILLAGE_ENUM' has name 'zonal tillage'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	standard_naming	warning	Enum has name 'TROPHIC_LEVEL_ENUM'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	canonical_prefixes	warning	Schema maps prefix 'MIXS' to namespace 'http://example.com/' instead of namespace 'https://w3id.org/mixs/'
/home/mark/gitrepos/cookiecutters/mixs-subset-examples-first/src/mixs_subset_examples_first/schema/mixs_subset_examples_first.yaml	MIxS	canonical_prefixes	warning	Schema maps prefix 'MIXS' to namespace 'http://example.com/' instead of using prefix 'meat'

